,video_url
472,https://www.youtube.com/watch?v=Yg1NHmUBL0Q
473,https://www.youtube.com/watch?v=DG3IUFIKbt8
474,https://www.youtube.com/watch?v=1JzDzuX4i7E
475,https://www.youtube.com/watch?v=coaw09xHCyo
476,https://www.youtube.com/watch?v=D-fk0AjWYiM
477,https://www.youtube.com/watch?v=1NKVQhsg8Ho
478,https://www.youtube.com/watch?v=e0FQqOXsh1E
479,https://www.youtube.com/watch?v=KDtKSvMWROA
480,https://www.youtube.com/watch?v=RqovSxr8m5Y
481,https://www.youtube.com/watch?v=NzuJI3DSdcY
482,https://www.youtube.com/watch?v=H12C70upjLU
483,https://www.youtube.com/watch?v=fhDK1hluFUQ
484,https://www.youtube.com/watch?v=Adbj6nehBP8
485,https://www.youtube.com/watch?v=q492csLww8c
486,https://www.youtube.com/watch?v=wOAE-yuwc18
487,https://www.youtube.com/watch?v=jM2eCUscL1g
